,filename,objectID,name,xmin,ymin,xmax,ymax
3486,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001401.jpg,object_03,D00,27,1,52,101
3487,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001401.jpg,object_04,D00,54,71,120,144
3488,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001402.jpg,object_00,D00,236,1,395,163
3489,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001402.jpg,object_01,D00,177,29,217,510
3490,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001402.jpg,object_02,D00,62,154,138,400
3491,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001402.jpg,object_03,D00,173,1,203,27
3492,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001403.jpg,object_00,D00,260,327,282,507
3493,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001403.jpg,object_01,D00,147,126,175,181
3494,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001404.jpg,object_00,D00,242,1,365,109
3495,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001404.jpg,object_01,D00,189,1,221,510
3496,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001404.jpg,object_02,D00,57,103,149,491
3497,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001405.jpg,object_00,D20,1,237,512,408
3498,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001406.jpg,object_00,D10,1,341,512,427
3499,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001407.jpg,object_00,D00,37,108,115,333
3500,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001407.jpg,object_01,D10,116,246,512,337
3501,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001407.jpg,object_02,D00,418,322,512,506
3502,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001407.jpg,object_03,D00,46,333,115,468
3503,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001407.jpg,object_04,D00,3,410,45,507
3504,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001408.jpg,object_00,D20,28,320,381,511
3505,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001409.jpg,object_00,D00,1,1,132,463
3506,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001409.jpg,object_01,D20,193,50,415,249
3507,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001409.jpg,object_02,D20,133,249,441,512
3508,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001410.jpg,object_00,D20,1,216,463,511
3509,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001411.jpg,object_00,D10,1,248,508,343
3510,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001411.jpg,object_01,D10,17,1,216,18
3511,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001412.jpg,object_00,D00,207,1,264,512
3512,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_00,D00,30,279,129,416
3513,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_01,D00,88,1,130,275
3514,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_02,D10,130,275,507,313
3515,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_03,D20,385,314,512,383
3516,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_04,D00,479,385,509,511
3517,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001413.jpg,object_05,D00,1,344,32,507
3518,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001414.jpg,object_00,D10,147,215,376,256
3519,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001414.jpg,object_01,D00,109,1,147,213
3520,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001414.jpg,object_02,D00,51,226,104,457
3521,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001414.jpg,object_03,D20,383,232,439,347
3522,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001415.jpg,object_00,D00,1,7,103,301
3523,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001415.jpg,object_01,D20,148,130,458,374
3524,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001415.jpg,object_02,D20,126,375,490,511
3525,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001416.jpg,object_00,D10,286,316,512,340
3526,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001417.jpg,object_00,D00,165,212,220,512
3527,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001418.jpg,object_00,D00,367,123,511,207
3528,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001418.jpg,object_01,D00,295,225,440,509
3529,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001418.jpg,object_02,D00,77,137,208,510
3530,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001419.jpg,object_00,Repair,1,36,230,449
3531,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001419.jpg,object_01,D40,229,273,248,293
3532,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001419.jpg,object_02,D20,236,232,512,442
3533,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001419.jpg,object_03,D20,237,113,356,196
3534,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001419.jpg,object_04,D00,44,439,74,512
3535,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001420.jpg,object_00,D10,104,267,279,303
3536,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001420.jpg,object_01,D10,273,313,344,337
3537,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001420.jpg,object_02,D10,1,279,100,309
3538,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001421.jpg,object_00,D20,13,130,449,279
3539,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001421.jpg,object_01,D20,172,279,441,492
3540,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001422.jpg,object_00,Repair,1,97,512,455
3541,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001423.jpg,object_00,D00,205,16,237,511
3542,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_00,Repair,187,107,367,237
3543,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_01,D00,4,80,38,153
3544,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_02,D10,31,155,192,179
3545,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_03,D40,278,232,294,258
3546,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_04,D10,292,258,371,273
3547,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_05,D00,283,269,293,411
3548,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_06,D10,1,386,285,417
3549,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_07,D40,221,416,246,475
3550,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_08,D40,42,493,65,512
3551,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_09,D20,44,413,262,509
3552,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_10,Repair,83,1,155,8
3553,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001424.jpg,object_11,D00,184,59,191,97
3554,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001425.jpg,object_00,D00,209,1,261,512
3555,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001426.jpg,object_00,D00,1,1,259,99
3556,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001426.jpg,object_01,D20,1,310,263,511
3557,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001426.jpg,object_02,D00,263,172,420,304
3558,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001427.jpg,object_00,D00,337,169,469,501
3559,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001427.jpg,object_01,D00,46,46,218,476
3560,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001428.jpg,object_00,D10,5,223,512,369
3561,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001428.jpg,object_01,D00,277,366,322,511
3562,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001429.jpg,object_00,D00,202,1,260,512
3563,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001429.jpg,object_01,D10,1,23,218,45
3564,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001430.jpg,object_00,D20,116,258,375,511
3565,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001431.jpg,object_00,D00,219,369,255,511
3566,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001431.jpg,object_01,D20,140,42,382,369
3567,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001432.jpg,object_00,D00,219,202,294,505
3568,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001432.jpg,object_01,D00,201,6,223,201
3569,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001432.jpg,object_02,D00,217,11,305,72
3570,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001432.jpg,object_03,D00,55,119,106,201
3571,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001432.jpg,object_04,D00,94,203,106,471
3572,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001433.jpg,object_00,D00,31,243,107,511
3573,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001434.jpg,object_00,D00,212,5,270,512
3574,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001435.jpg,object_00,D10,1,242,459,315
3575,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001435.jpg,object_01,D10,1,358,66,380
3576,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001436.jpg,object_00,Repair,161,76,512,511
3577,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001436.jpg,object_01,D20,419,123,512,289
3578,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001436.jpg,object_02,D20,196,1,512,124
3579,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001436.jpg,object_03,D00,148,1,176,53
3580,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001437.jpg,object_00,D40,221,224,253,255
3581,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001437.jpg,object_01,D40,205,233,216,247
3582,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001438.jpg,object_00,D00,180,1,209,506
3583,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001438.jpg,object_01,D00,104,18,165,247
3584,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001439.jpg,object_00,D10,85,22,248,33
3585,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001439.jpg,object_01,D00,124,1,148,78
3586,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001439.jpg,object_02,D10,1,237,512,306
3587,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001440.jpg,object_00,D00,203,2,258,68
3588,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001440.jpg,object_01,D00,254,68,355,506
3589,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001441.jpg,object_00,Repair,73,13,136,53
3590,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001441.jpg,object_01,Repair,106,1,213,82
3591,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001441.jpg,object_02,D00,257,193,268,279
3592,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001441.jpg,object_03,Repair,293,329,512,509
3593,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001441.jpg,object_04,D10,1,473,151,502
3594,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001442.jpg,object_00,D00,391,317,467,501
3595,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001442.jpg,object_01,D00,94,43,216,507
3596,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001443.jpg,object_00,D00,23,12,91,392
3597,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001443.jpg,object_01,D00,39,44,144,124
3598,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001443.jpg,object_02,D00,91,391,285,512
3599,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001444.jpg,object_00,D00,205,1,234,512
3600,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001445.jpg,object_00,D00,139,89,195,510
3601,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001446.jpg,object_00,D10,1,251,512,334
3602,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001447.jpg,object_00,D00,3,188,431,363
3603,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001448.jpg,object_00,D00,213,142,296,507
3604,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_00,D00,314,261,443,510
3605,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_01,D00,264,107,313,264
3606,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_02,D40,355,141,437,221
3607,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_03,D00,275,59,325,105
3608,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_04,D00,103,169,154,508
3609,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001449.jpg,object_05,D20,289,21,309,45
3610,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001450.jpg,object_00,D00,134,58,245,512
3611,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001451.jpg,object_00,D00,2,385,305,478
3612,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001452.jpg,object_00,D00,277,134,455,301
3613,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001452.jpg,object_01,D00,245,55,273,132
3614,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001452.jpg,object_02,D00,256,24,305,54
3615,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001452.jpg,object_03,D40,311,72,380,110
3616,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001452.jpg,object_04,D00,137,86,247,502
3617,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001453.jpg,object_00,D10,2,227,512,401
3618,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001453.jpg,object_01,D00,146,387,180,512
3619,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001454.jpg,object_00,D00,205,1,242,512
3620,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001455.jpg,object_00,D10,179,255,352,295
3621,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001455.jpg,object_01,D10,1,272,175,309
3622,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001456.jpg,object_00,D00,237,2,266,186
3623,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001456.jpg,object_01,D00,186,176,234,512
3624,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001457.jpg,object_00,D00,201,1,235,512
3625,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001457.jpg,object_01,D10,251,205,498,256
3626,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001458.jpg,object_00,D10,8,138,207,156
3627,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001458.jpg,object_01,D00,196,1,230,512
3628,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001459.jpg,object_00,Repair,37,12,106,49
3629,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001459.jpg,object_01,Repair,63,1,184,81
3630,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001459.jpg,object_02,D00,201,202,213,274
3631,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001459.jpg,object_03,Repair,225,323,512,509
3632,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001460.jpg,object_00,D40,113,92,134,108
3633,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001460.jpg,object_01,Repair,1,142,511,442
3634,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001461.jpg,object_00,D10,1,381,512,470
3635,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001461.jpg,object_01,D10,1,83,512,147
3636,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001462.jpg,object_00,D00,378,55,512,141
3637,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001462.jpg,object_01,D10,242,261,512,300
3638,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001462.jpg,object_02,D00,141,291,241,382
3639,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001462.jpg,object_03,D10,9,355,137,381
3640,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001462.jpg,object_04,D10,1,377,363,444
3641,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001463.jpg,object_00,D00,301,84,441,511
3642,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001463.jpg,object_01,D00,16,35,214,505
3643,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001464.jpg,object_00,D00,172,1,304,290
3644,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001464.jpg,object_01,D10,1,23,173,56
3645,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001465.jpg,object_00,D10,1,237,512,289
3646,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001466.jpg,object_00,D00,1,87,131,405
3647,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001466.jpg,object_01,Repair,1,1,200,92
3648,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001466.jpg,object_02,D20,229,42,423,88
3649,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001466.jpg,object_03,D20,205,6,272,30
3650,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001467.jpg,object_00,D10,1,305,512,352
3651,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001468.jpg,object_00,Repair,1,98,512,471
3652,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001469.jpg,object_00,D00,201,65,237,512
3653,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001470.jpg,object_00,D20,255,58,445,118
3654,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001470.jpg,object_01,D20,197,17,286,39
3655,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001470.jpg,object_02,Repair,1,1,201,112
3656,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001470.jpg,object_03,D00,1,105,123,424
3657,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001471.jpg,object_00,D00,205,9,262,512
3658,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001472.jpg,object_00,D10,1,180,512,320
3659,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001473.jpg,object_00,D00,25,191,106,509
3660,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001473.jpg,object_01,D00,239,7,433,512
3661,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001474.jpg,object_00,D00,394,137,413,283
3662,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001474.jpg,object_01,D00,411,285,511,411
3663,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001474.jpg,object_02,D10,343,277,409,311
3664,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001474.jpg,object_03,D10,2,333,364,375
3665,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001475.jpg,object_00,D10,1,257,394,300
3666,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001475.jpg,object_01,D00,275,237,306,434
3667,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001476.jpg,object_00,D00,1,22,97,299
3668,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001476.jpg,object_01,D20,122,157,512,512
3669,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001477.jpg,object_00,D20,187,251,337,435
3670,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001477.jpg,object_01,D20,1,123,183,263
3671,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001477.jpg,object_02,D20,238,107,341,207
3672,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001478.jpg,object_00,D20,143,96,276,511
3673,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001478.jpg,object_01,D00,225,40,248,96
3674,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001479.jpg,object_00,D00,81,11,176,308
3675,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001479.jpg,object_01,D20,116,137,512,512
3676,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001479.jpg,object_02,D20,213,50,331,127
3677,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001479.jpg,object_03,Repair,142,327,489,511
3678,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001480.jpg,object_00,D20,181,75,413,512
3679,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001481.jpg,object_00,D00,313,259,408,509
3680,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001481.jpg,object_01,D00,394,133,509,218
3681,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001481.jpg,object_02,D00,86,133,205,507
3682,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001481.jpg,object_03,D00,123,136,145,184
3683,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001482.jpg,object_00,D00,241,1,281,222
3684,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001482.jpg,object_01,D00,378,185,449,305
3685,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001482.jpg,object_02,D00,218,235,236,425
3686,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001482.jpg,object_03,D00,135,92,161,210
3687,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001483.jpg,object_00,D20,178,267,427,426
3688,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001483.jpg,object_01,D10,1,284,179,316
3689,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001484.jpg,object_00,D10,1,324,512,358
3690,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001485.jpg,object_00,D00,1,205,46,324
3691,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001485.jpg,object_01,D00,260,59,339,496
3692,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001486.jpg,object_00,D10,1,222,246,236
3693,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001486.jpg,object_01,D00,3,106,37,162
3694,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001487.jpg,object_00,D00,213,1,257,509
3695,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001488.jpg,object_00,D20,1,83,155,303
3696,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001488.jpg,object_01,D20,21,310,512,511
3697,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001488.jpg,object_02,D20,380,196,512,308
3698,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001488.jpg,object_03,D00,145,1,420,88
3699,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001489.jpg,object_00,D20,188,1,474,511
