filename,objectID,name,xmin,ymin,xmax,ymax
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_00,D00,49,2,79,298
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_01,D10,75,291,509,335
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_02,D20,342,331,512,396
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_03,D00,433,400,458,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_04,D00,463,394,483,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001630.jpg,object_05,D00,13,304,72,416
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_00,D20,43,231,357,436
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_01,D10,356,384,461,412
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_02,D00,461,331,512,383
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_03,D20,100,113,201,184
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_04,D40,19,277,40,302
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001631.jpg,object_05,Repair,1,48,98,298
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001632.jpg,object_00,D00,190,366,221,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001632.jpg,object_01,D00,194,137,228,359
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001633.jpg,object_00,D40,103,106,128,122
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001633.jpg,object_01,Repair,1,183,511,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001634.jpg,object_00,D20,1,176,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001634.jpg,object_01,D00,97,1,337,82
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001635.jpg,object_00,Repair,1,94,512,468
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_00,D00,119,1,171,303
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_01,D00,91,303,171,417
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_02,D00,1,315,86,435
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_03,D00,55,450,65,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_04,D10,175,273,512,308
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001636.jpg,object_05,D00,82,421,103,484
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001637.jpg,object_00,D00,52,35,223,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001637.jpg,object_01,D10,6,447,57,471
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001638.jpg,object_00,D00,211,80,249,285
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001638.jpg,object_01,D00,201,280,279,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001638.jpg,object_02,D10,146,159,207,174
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001638.jpg,object_03,D10,1,187,144,204
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001639.jpg,object_00,D20,1,113,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001640.jpg,object_00,D00,338,107,507,198
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001640.jpg,object_01,D00,109,139,209,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001640.jpg,object_02,D00,1,214,91,380
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_00,D00,320,326,429,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_01,D00,277,139,321,322
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_02,D00,291,75,336,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_03,D40,385,175,495,306
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_04,D00,94,226,137,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001641.jpg,object_05,D20,295,27,317,57
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001642.jpg,object_00,D00,348,189,479,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001643.jpg,object_00,D00,36,106,86,196
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001643.jpg,object_01,D00,442,3,512,54
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_00,D10,1,41,129,61
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_01,D00,233,99,257,281
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_02,D00,197,80,231,141
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_03,D00,201,141,230,179
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_04,D00,301,10,362,27
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001644.jpg,object_05,Repair,131,1,300,96
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_00,D00,77,179,260,334
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_01,D10,260,334,418,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_02,D00,418,355,510,397
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_03,D00,35,1,60,124
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_04,D00,111,135,154,177
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001645.jpg,object_05,D00,63,87,130,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001646.jpg,object_00,D10,12,307,512,365
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001647.jpg,object_00,D20,95,231,512,467
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001648.jpg,object_00,D00,203,24,229,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001649.jpg,object_00,D00,122,140,142,183
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001649.jpg,object_01,D00,106,140,205,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001649.jpg,object_02,D00,307,247,403,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001649.jpg,object_03,D00,385,131,507,221
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001650.jpg,object_00,D20,1,115,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001651.jpg,object_00,D00,210,11,312,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001651.jpg,object_01,D00,160,1,253,348
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001651.jpg,object_02,D00,250,349,300,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001652.jpg,object_00,D00,313,90,395,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001652.jpg,object_01,D00,233,1,307,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001653.jpg,object_00,D10,2,321,428,353
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001653.jpg,object_01,D10,409,262,468,291
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001653.jpg,object_02,D00,435,119,475,261
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001653.jpg,object_03,D00,471,261,511,312
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001654.jpg,object_00,Repair,1,31,512,335
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001655.jpg,object_00,D00,409,317,468,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001655.jpg,object_01,Repair,1,16,503,319
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001655.jpg,object_02,D40,465,199,485,221
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001656.jpg,object_00,D00,124,1,154,68
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001656.jpg,object_01,D20,167,1,512,198
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001656.jpg,object_02,D20,425,197,512,310
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001656.jpg,object_03,Repair,138,82,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001657.jpg,object_00,D00,5,10,340,65
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001657.jpg,object_01,D00,148,13,179,166
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001657.jpg,object_02,D00,179,167,240,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001657.jpg,object_03,D00,184,229,239,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001658.jpg,object_00,D00,197,245,512,386
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001658.jpg,object_01,D10,2,383,512,464
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001659.jpg,object_00,D20,9,115,424,257
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001659.jpg,object_01,D20,155,257,452,493
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001660.jpg,object_00,D00,265,317,288,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001660.jpg,object_01,D00,157,122,177,177
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001661.jpg,object_00,D40,172,130,247,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_00,D00,205,19,216,62
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_01,D00,221,65,277,112
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_02,D10,281,110,406,133
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_03,Repair,386,84,512,176
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_04,D10,288,247,510,284
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_05,D40,419,312,439,347
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_06,D20,411,283,512,407
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_07,D00,284,277,300,356
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001662.jpg,object_08,D10,95,284,280,303
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001663.jpg,object_00,D20,1,166,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001664.jpg,object_00,D20,187,167,443,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_00,Repair,113,68,251,146
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_01,D40,181,142,195,163
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_02,D10,191,152,252,168
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_03,D00,176,165,191,242
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_04,D20,1,229,171,320
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_05,D40,127,238,145,275
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_06,D40,1,278,23,314
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_07,D10,63,108,117,117
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001665.jpg,object_08,D10,68,337,512,390
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001666.jpg,object_00,D00,206,20,264,503
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001667.jpg,object_00,D00,181,1,207,395
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001667.jpg,object_01,D00,167,375,181,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001668.jpg,object_00,D20,11,120,428,243
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001668.jpg,object_01,D20,143,243,424,461
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001669.jpg,object_00,D00,61,163,229,303
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001669.jpg,object_01,D10,227,299,405,325
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001669.jpg,object_02,D00,406,323,512,390
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001669.jpg,object_03,D00,21,1,51,107
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001669.jpg,object_04,D00,52,74,127,155
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001670.jpg,object_00,D00,131,1,187,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001670.jpg,object_01,D00,66,134,161,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001670.jpg,object_02,D00,393,54,512,346
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001671.jpg,object_00,D00,440,379,485,502
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001671.jpg,object_01,D00,99,76,211,505
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001672.jpg,object_00,D00,334,5,371,201
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001672.jpg,object_01,D10,334,426,512,441
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001672.jpg,object_02,D10,1,335,81,353
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001673.jpg,object_00,D20,180,1,417,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001674.jpg,object_00,D10,138,214,507,294
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001674.jpg,object_01,D00,298,1,306,69
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001675.jpg,object_00,D10,1,227,512,283
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001676.jpg,object_00,D00,95,145,222,422
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001677.jpg,object_00,D00,61,38,172,381
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001677.jpg,object_01,D00,3,352,26,437
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001677.jpg,object_02,D00,1,418,31,505
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001677.jpg,object_03,D00,322,289,356,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001677.jpg,object_04,D00,231,12,241,77
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001678.jpg,object_00,D20,1,253,512,499
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001678.jpg,object_01,D10,296,33,442,55
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001678.jpg,object_02,D00,249,1,294,56
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001679.jpg,object_00,D00,131,67,236,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001680.jpg,object_00,D40,200,169,224,193
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001680.jpg,object_01,D40,187,176,195,187
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_00,D00,155,31,411,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_01,D00,259,271,317,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_02,D00,267,58,371,132
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_03,D40,293,25,337,50
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_04,D00,248,19,263,54
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001681.jpg,object_05,D00,254,1,293,15
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001682.jpg,object_00,D20,176,1,355,353
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001682.jpg,object_01,D00,221,353,262,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001683.jpg,object_00,D00,186,98,218,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001684.jpg,object_00,D00,99,182,123,277
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001684.jpg,object_01,Repair,165,23,218,68
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001684.jpg,object_02,Repair,207,1,296,103
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001684.jpg,object_03,D00,131,84,149,151
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001684.jpg,object_04,D00,410,256,435,336
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001685.jpg,object_00,D20,84,322,335,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001686.jpg,object_00,D00,3,376,512,489
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001687.jpg,object_00,D10,256,243,441,281
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001687.jpg,object_01,D10,69,263,250,302
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001687.jpg,object_02,D10,1,333,91,361
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001688.jpg,object_00,D00,169,60,190,195
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001688.jpg,object_01,D00,145,192,167,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001689.jpg,object_00,D00,194,72,237,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001690.jpg,object_00,Repair,1,33,512,414
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001691.jpg,object_00,D00,287,180,441,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001691.jpg,object_01,D00,62,127,212,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001691.jpg,object_02,D00,335,110,504,192
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001692.jpg,object_00,D10,1,232,512,364
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001693.jpg,object_00,D00,237,432,288,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001693.jpg,object_01,D00,342,360,391,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001693.jpg,object_02,D00,349,159,512,459
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001694.jpg,object_00,D20,134,231,419,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001695.jpg,object_00,D00,378,334,445,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001695.jpg,object_01,D00,304,1,390,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001696.jpg,object_00,D10,1,360,288,434
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001696.jpg,object_01,D10,366,331,512,345
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001696.jpg,object_02,D10,1,82,196,108
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001697.jpg,object_00,D00,196,1,307,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001698.jpg,object_00,D00,233,349,312,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001698.jpg,object_01,D00,343,294,406,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001698.jpg,object_02,D00,373,139,512,372
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001699.jpg,object_00,D10,169,195,418,227
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001699.jpg,object_01,D00,381,150,512,436
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001699.jpg,object_02,D10,417,173,512,201
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001699.jpg,object_03,D00,82,1,211,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001700.jpg,object_00,D10,1,181,512,226
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001701.jpg,object_00,D00,196,1,269,165
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001701.jpg,object_01,D00,204,218,239,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001702.jpg,object_00,D00,451,191,509,233
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001702.jpg,object_01,D00,105,255,166,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001703.jpg,object_00,D00,444,167,508,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001703.jpg,object_01,D00,360,410,396,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001703.jpg,object_02,D00,398,270,461,385
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001703.jpg,object_03,D00,47,162,198,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001703.jpg,object_04,D00,84,165,120,248
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001704.jpg,object_00,D00,213,256,231,342
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001704.jpg,object_01,D00,334,123,408,233
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001704.jpg,object_02,D10,414,432,512,482
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001704.jpg,object_03,Repair,45,344,410,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001705.jpg,object_00,D20,1,227,512,398
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001706.jpg,object_00,D00,304,5,326,206
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001706.jpg,object_01,D10,449,227,512,239
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001706.jpg,object_02,D10,259,438,510,478
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001707.jpg,object_00,D00,209,2,237,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001708.jpg,object_00,D00,160,1,272,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001709.jpg,object_00,Repair,27,1,133,47
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001709.jpg,object_01,Repair,3,1,69,24
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001709.jpg,object_02,Repair,54,233,354,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001709.jpg,object_03,D10,1,362,91,377
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001709.jpg,object_04,D00,116,133,134,199
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001710.jpg,object_00,D10,254,286,512,325
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001711.jpg,object_00,D00,383,390,426,495
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001711.jpg,object_01,D20,287,209,411,378
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001711.jpg,object_02,D20,1,229,205,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001712.jpg,object_00,D00,207,1,249,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001713.jpg,object_00,D00,55,293,117,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001713.jpg,object_01,D00,15,100,189,360
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001713.jpg,object_02,D00,241,133,479,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001713.jpg,object_03,D00,321,110,503,180
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_001714.jpg,object_00,D00,115,51,225,509
